Level1,Level2,Level3,Level4,Level5,Count
MUREXFO,FO,FOD EUROPE,Contract Id,7330137,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330136,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330135,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330134,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330133,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330132,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330131,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330130,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330129,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330128,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330127,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330126,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330125,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330124,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330123,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYTRAN,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330068,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYSTI_SLSIBF,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330067,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYSTI_SLSCDCP,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330066,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYSTI_SALES,10
MUREXFO,FO,FOD EUROPE,Contract Id,7330065,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYSTI_IBF,3
MUREXFO,FO,FOD EUROPE,Contract Id,7330064,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYSTI_CDCP,2
MUREXFO,FO,FOD EUROPE,Contract Id,7330063,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYSTI,31
MUREXFO,FO,FOD EUROPE,Contract Id,7330062,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYLIQ_MTMWASH,7
MUREXFO,FO,FOD EUROPE,Contract Id,7330061,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYLIQ_MTMSP,10
MUREXFO,FO,FOD EUROPE,Contract Id,7330060,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYLIQ_MTM,9
MUREXFO,FO,FOD EUROPE,Contract Id,7330059,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYLIQ_LTLEG,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330058,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYLIQ_LT,174
MUREXFO,FO,FOD EUROPE,Contract Id,7330057,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYIRR_OPT,16
MUREXFO,FO,FOD EUROPE,Contract Id,7330056,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYIRR,168
MUREXFO,FO,FOD EUROPE,Contract Id,7330055,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYIRDT_SWPT,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330054,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYFIST_SCRED,2
MUREXFO,FO,FOD EUROPE,Contract Id,7330053,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330052,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330051,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330050,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330049,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330048,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330047,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330046,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330045,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330044,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330043,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330042,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330041,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330040,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330039,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330038,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330037,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330036,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330035,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330034,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330033,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330032,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330031,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330030,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330029,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330028,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330027,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330026,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330025,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330024,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330023,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330022,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330021,1
MUREXFO,FO,FOD EUROPE,Portfolio,SALIQ_MTM_RSAL,3
MUREXFO,FO,FOD EUROPE,Contract Id,7330020,1
MUREXFO,FO,FOD EUROPE,Portfolio,SALIQ_MTM_RBF,3
MUREXFO,FO,FOD EUROPE,Contract Id,7330019,1
MUREXFO,FO,FOD EUROPE,Portfolio,SAIRR_RSAL,2
MUREXFO,FO,FOD EUROPE,Contract Id,7330018,1
MUREXFO,FO,FOD EUROPE,Portfolio,SAIRR_RBF,14
MUREXFO,FO,FOD EUROPE,Contract Id,7330017,1
MUREXFO,FO,FOD EUROPE,Portfolio,SACAPT_RSAL,2
MUREXFO,FO,FOD EUROPE,Contract Id,7330016,1
MUREXFO,FO,FOD EUROPE,Portfolio,SACAPT_RBF,3
MUREXFO,FO,FOD EUROPE,Contract Id,7330015,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330014,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330013,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330012,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330011,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330010,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330009,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330008,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330007,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330006,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330005,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYLIQ_STLM,24
MUREXFO,FO,FOD EUROPE,Contract Id,7330004,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330001,1
MUREXFO,FO,FOD EUROPE,Contract Id,7330000,1
MUREXFO,FO,FOD EUROPE,Portfolio,SGLIQ_STLM,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329997,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329996,1
MUREXFO,FO,FOD EUROPE,Portfolio,LOLIQ_STLM,1
MUREXFO,FO,FOD EUROPE,Entity,EUROPE_GBP,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329993,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329992,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329991,1
MUREXFO,FO,FOD EUROPE,Portfolio,TOGLPG,2
MUREXFO,FO,FOD EUROPE,Entity,NA_CAD,2
MUREXFO,FO,FOD EUROPE,Contract Id,7329988,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329987,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329984,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329983,1
MUREXFO,FO,FOD EUROPE,Typology,IPIS_IN,78
MUREXFO,FO,FOD EUROPE,Contract Id,7329982,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329981,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329980,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329979,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329978,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329977,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329976,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329975,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329974,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329973,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329971,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329970,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329969,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329968,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329967,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329966,1
MUREXFO,FO,FOD EUROPE,Flow Currency,NOK,20
MUREXFO,FO,FOD EUROPE,Contract Id,7329964,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329963,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329962,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329961,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329960,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329959,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329958,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329957,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329956,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329955,1
MUREXFO,FO,FOD EUROPE,Flow Currency,SEK,20
MUREXFO,FO,FOD EUROPE,Contract Id,7329953,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329952,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329951,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329950,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329949,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329948,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329947,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329946,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329945,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329944,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329942,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329941,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329940,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329939,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329938,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329937,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329935,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329934,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329933,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329932,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329931,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329930,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329928,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329927,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329926,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329925,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329924,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329923,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329922,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329921,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329920,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329919,1
MUREXFO,FO,FOD EUROPE,Flow Currency,CHF,14
MUREXFO,FO,FOD EUROPE,Contract Id,7329917,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329916,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329915,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329914,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329913,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329912,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329911,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329910,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329909,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329908,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329906,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329905,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329904,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329903,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329902,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329901,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329900,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329899,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329898,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329897,1
MUREXFO,FO,FOD EUROPE,Typology,IPIS_OUT,16
MUREXFO,FO,FOD EUROPE,Flow Currency,HUF,2
MUREXFO,FO,FOD EUROPE,Contract Id,7329895,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329894,1
MUREXFO,FO,FOD EUROPE,Flow Currency,ILS,2
MUREXFO,FO,FOD EUROPE,Contract Id,7329892,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329891,1
MUREXFO,FO,FOD EUROPE,Flow Currency,NZD,80
MUREXFO,FO,FOD EUROPE,Contract Id,7329889,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329888,1
MUREXFO,FO,FOD EUROPE,Flow Currency,ZAR,8
MUREXFO,FO,FOD EUROPE,Contract Id,7329886,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329885,1
MUREXFO,FO,FOD EUROPE,Flow Currency,DKK,2
MUREXFO,FO,FOD EUROPE,Contract Id,7329883,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329882,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329880,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329879,1
MUREXFO,FO,FOD EUROPE,Flow Currency,CAD,27
MUREXFO,FO,FOD EUROPE,Contract Id,7329877,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329876,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329874,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329873,1
MUREXFO,FO,FOD EUROPE,Portfolio,MULIQ_STLM,16
MUREXFO,FO,FOD EUROPE,Entity,EUROPE_INN,16
MUREXFO,FO,FOD EUROPE,Flow Currency,INN,8
MUREXFO,FO,FOD EUROPE,Contract Id,7329871,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329870,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329869,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329868,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329867,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329866,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329865,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329864,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329863,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329862,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329861,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329860,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329859,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329858,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329857,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329856,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329855,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329854,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329853,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329852,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329849,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329848,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329847,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329846,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329845,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329842,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329841,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329840,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329839,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329838,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329837,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329834,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329833,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329832,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329831,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329830,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329829,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329826,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329825,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329824,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329823,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329822,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329821,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329820,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329819,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329816,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329815,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329814,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329813,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329812,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329809,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329808,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329807,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329806,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329805,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329804,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329801,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329800,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329799,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329798,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329797,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329794,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329793,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329792,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329791,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329790,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329787,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329786,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329785,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329784,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329783,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329780,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329779,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329778,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329777,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329776,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329773,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329772,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329771,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329770,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329769,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329768,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329767,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329766,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329765,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329762,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329761,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329760,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329759,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329758,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329755,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329754,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329753,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329752,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329751,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329748,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329747,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329746,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329745,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329744,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329741,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329740,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329737,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329736,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329735,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329734,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329733,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329732,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329731,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329730,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329727,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329726,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329725,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329724,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329723,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329720,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329719,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329718,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329717,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329716,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329713,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329712,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329711,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329710,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329709,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329706,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329705,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329704,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329703,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329702,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329699,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329698,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329697,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329696,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329695,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329692,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329691,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329690,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329689,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329688,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329685,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329684,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329683,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329682,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329681,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329678,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329677,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329676,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329675,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329674,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329673,1
MUREXFO,FO,FOD EUROPE,Portfolio,LOFXFW_EFWDS_UT,5
MUREXFO,FO,FOD EUROPE,Contract Id,7329670,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329669,1
MUREXFO,FO,FOD EUROPE,Portfolio,UTLBFX_WASH,7
MUREXFO,FO,FOD EUROPE,Contract Id,7329668,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329665,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329664,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329663,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329662,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329661,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329660,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329657,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329656,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329653,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329652,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329651,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329650,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329649,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329648,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329647,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329646,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329645,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329642,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329641,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329640,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329639,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329638,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329637,1
MUREXFO,FO,FOD EUROPE,Trade Status,partiallyDead,114
MUREXFO,FO,FOD EUROPE,Typology,IRS,167
MUREXFO,FO,FOD EUROPE,Contract Id,7329634,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329633,1
MUREXFO,FO,FOD EUROPE,Portfolio,NYFTP,167
MUREXFO,FO,FOD EUROPE,Contract Id,7329632,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329629,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329628,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329625,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329624,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329621,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329620,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329619,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329618,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329617,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329614,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329613,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329610,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329609,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329606,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329605,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329604,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329603,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329602,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329599,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329598,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329597,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329594,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329593,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329592,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329591,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329590,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329587,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329586,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329583,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329582,1
MUREXFO,FO,FOD EUROPE,Contract Id,7329581,1
